	Date	Open	High	Low	Close	Volume
35	2022-09-01	1553.75634765625	1593.082763671875	1520.1883544921875	1586.1767578125	16434276817
36	2022-08-31	1524.2864990234375	1612.35888671875	1524.2864990234375	1553.6849365234375	20591680941
37	2022-08-30	1553.18896484375	1600.461181640625	1480.831787109375	1523.8388671875	21835784470
38	2022-08-29	1430.439453125	1556.3095703125	1427.7283935546875	1553.037353515625	17965837488
39	2022-08-28	1491.206787109375	1505.7919921875	1430.54736328125	1430.54736328125	12823572918
40	2022-08-27	1508.156982421875	1517.1500244140625	1454.282958984375	1491.39501953125	18120831899
41	2022-08-26	1696.3245849609375	1698.56103515625	1498.771240234375	1507.7828369140625	26713710143
42	2022-08-25	1657.3365478515625	1718.1832275390625	1656.8560791015625	1696.45703125	14818795695
43	2022-08-24	1662.6954345703125	1686.5577392578125	1610.0992431640625	1657.0592041015625	16780932907
44	2022-08-23	1622.9393310546875	1666.676513671875	1569.4285888671875	1662.7698974609375	18322041914
45	2022-08-22	1619.1668701171875	1622.77880859375	1535.0147705078125	1622.505859375	18557078599
46	2022-08-21	1576.5435791015625	1640.9365234375	1569.0465087890625	1619.3189697265625	15849221752
47	2022-08-20	1612.650634765625	1652.21875	1534.298828125	1577.0037841796875	18334580263
48	2022-08-19	1847.0953369140625	1847.0953369140625	1611.3388671875	1612.9873046875	25906358731
49	2022-08-18	1833.715576171875	1876.376953125	1826.957763671875	1847.0078125	14999352229
50	2022-08-17	1877.934326171875	1951.6756591796875	1823.5322265625	1832.9996337890625	20308508124
51	2022-08-16	1902.8331298828125	1910.745361328125	1862.2734375	1878.139404296875	15637578930
52	2022-08-15	1936.760498046875	2007.2103271484375	1881.8568115234375	1904.2281494140625	20349931313
53	2022-08-14	1981.782470703125	2022.79150390625	1919.0101318359375	1936.802001953125	14062754456
54	2022-08-13	1957.333984375	2013.7557373046875	1948.59521484375	1981.3365478515625	16038975216
55	2022-08-12	1880.899169921875	1957.552978515625	1860.08349609375	1957.2464599609375	17168141904
56	2022-08-11	1851.828369140625	1927.939208984375	1851.828369140625	1881.22412109375	23826986482
57	2022-08-10	1702.906494140625	1869.400634765625	1665.0904541015625	1851.74267578125	23512477984
58	2022-08-09	1776.0712890625	1786.12255859375	1675.849853515625	1703.0250244140625	16368619692
59	2022-08-08	1699.6934814453125	1806.886474609375	1697.407958984375	1775.51611328125	16841424404
60	2022-08-07	1691.7779541015625	1724.7891845703125	1672.908447265625	1699.350830078125	10252090340
61	2022-08-06	1732.6611328125	1744.326416015625	1691.6580810546875	1691.6580810546875	11757911705
62	2022-08-05	1607.52392578125	1732.254638671875	1606.4970703125	1732.254638671875	18546491876
63	2022-08-04	1618.88671875	1658.5115966796875	1585.3265380859375	1608.205810546875	14467440626
64	2022-08-03	1633.05126953125	1678.0982666015625	1595.634521484375	1618.87451171875	16786218830
65	2022-08-02	1634.6458740234375	1672.6297607421875	1567.85107421875	1632.9454345703125	20426082309
66	2022-08-01	1681.445556640625	1700.1708984375	1613.416015625	1635.19580078125	16191371176
67	2022-07-31	1695.884765625	1745.8831787109375	1672.61279296875	1681.517333984375	14200735370
68	2022-07-30	1727.0618896484375	1738.016845703125	1678.1080322265625	1695.969482421875	15576977870
69	2022-07-29	1725.6239013671875	1759.884033203125	1662.7911376953125	1727.406982421875	23249531113
70	2022-07-28	1636.23193359375	1774.576416015625	1604.8909912109375	1725.4681396484375	27231399966
71	2022-07-27	1443.726806640625	1636.7994384765625	1423.618896484375	1636.232666015625	23007524016
72	2022-07-26	1445.151123046875	1445.151123046875	1362.95166015625	1441.8067626953125	18238563509
73	2022-07-25	1599.1572265625	1605.3369140625	1445.3834228515625	1445.3834228515625	20585056021
74	2022-07-24	1549.2225341796875	1654.4287109375	1548.671142578125	1599.4766845703125	17217849557
75	2022-07-23	1536.4573974609375	1591.632568359375	1495.6781005859375	1549.2974853515625	14998811383
76	2022-07-22	1576.745361328125	1641.209228515625	1523.6417236328125	1537.4051513671875	18926100582
77	2022-07-21	1520.37451171875	1595.761962890625	1472.1854248046875	1576.74951171875	20009556587
78	2022-07-20	1542.954345703125	1612.645751953125	1500.80322265625	1520.20068359375	22942708340
79	2022-07-19	1578.3839111328125	1607.0330810546875	1501.7974853515625	1542.9752197265625	27753529276
80	2022-07-18	1338.8060302734375	1578.7178955078125	1338.8060302734375	1578.7178955078125	27440420623
81	2022-07-17	1353.205078125	1378.41748046875	1329.7633056640625	1338.6357421875	16079711737
82	2022-07-16	1232.7916259765625	1377.944580078125	1195.60595703125	1352.62646484375	18364013796
83	2022-07-15	1191.6748046875	1275.7781982421875	1182.9031982421875	1233.129150390625	17411448225
84	2022-07-14	1113.5157470703125	1202.953369140625	1077.40576171875	1191.5262451171875	16688640823
85	2022-07-13	1038.1866455078125	1113.587158203125	1019.2203369140625	1113.587158203125	18302588147
86	2022-07-12	1097.2591552734375	1097.2591552734375	1038.1356201171875	1038.191650390625	12583282453
87	2022-07-11	1168.1390380859375	1169.19384765625	1095.0028076171875	1097.236572265625	12064180410
88	2022-07-10	1216.9044189453125	1216.9044189453125	1157.175537109375	1168.401611328125	10984558039
89	2022-07-09	1222.306884765625	1228.7679443359375	1209.3775634765625	1216.978271484375	8821353104
90	2022-07-08	1237.580322265625	1262.8857421875	1200.6322021484375	1222.5062255859375	16315929082
91	2022-07-07	1186.9609375	1246.8948974609375	1165.6231689453125	1237.5933837890625	14230795894
92	2022-07-06	1134.822265625	1193.63671875	1116.24755859375	1186.9739990234375	15373536703
93	2022-07-05	1150.509765625	1165.6827392578125	1086.8299560546875	1134.541015625	16195518291
94	2022-07-04	1073.7943115234375	1152.94384765625	1048.3963623046875	1151.05908203125	13670889311
95	2022-07-03	1066.4674072265625	1083.4189453125	1044.005615234375	1073.7669677734375	8557248150
96	2022-07-02	1060.1212158203125	1073.0526123046875	1033.962158203125	1066.5128173828125	9935603640
97	2022-07-01	1068.3167724609375	1100.223876953125	1040.1507568359375	1059.767333984375	17499453625
98	2022-06-30	1099.3531494140625	1103.6904296875	1009.0948486328125	1067.298828125	16350755497
99	2022-06-29	1144.5244140625	1152.684814453125	1092.09912109375	1098.94384765625	15386286815
100	2022-06-28	1193.2540283203125	1229.739013671875	1141.15966796875	1144.5792236328125	14023205651
101	2022-06-27	1199.713134765625	1234.1807861328125	1179.79248046875	1193.6806640625	12492225250
102	2022-06-26	1242.987548828125	1272.1312255859375	1199.4063720703125	1199.8316650390625	12096607824
103	2022-06-25	1226.7247314453125	1246.394287109375	1184.56201171875	1243.4468994140625	12481946184
104	2022-06-24	1143.2047119140625	1238.616943359375	1134.5140380859375	1226.8447265625	16981552654
105	2022-06-23	1051.329345703125	1146.4942626953125	1050.2196044921875	1143.38671875	14657862919
106	2022-06-22	1125.3729248046875	1126.26171875	1049.7633056640625	1051.421875	15010593493
107	2022-06-21	1127.5118408203125	1185.4324951171875	1112.5726318359375	1124.8245849609375	15632089439
108	2022-06-20	1127.65625	1159.9853515625	1066.1131591796875	1127.6424560546875	19739691429
109	2022-06-19	993.400634765625	1142.3408203125	943.1163330078125	1127.656494140625	21795481981
110	2022-06-18	1086.3779296875	1095.1668701171875	896.1090087890625	993.6367797851562	21655406608
111	2022-06-17	1067.9876708984375	1112.4715576171875	1060.86767578125	1086.519287109375	14591486540
112	2022-06-16	1233.603515625	1246.140625	1058.7845458984375	1067.730712890625	18907671369
113	2022-06-15	1211.365966796875	1236.6275634765625	1025.6842041015625	1233.2064208984375	37539999450
114	2022-06-14	1204.5552978515625	1252.4718017578125	1094.701904296875	1211.662841796875	33327826525
115	2022-06-13	1443.83544921875	1448.738037109375	1181.9482421875	1204.582763671875	45162788786
116	2022-06-12	1530.189697265625	1539.705078125	1436.1839599609375	1445.216552734375	23465074882
117	2022-06-11	1665.2178955078125	1679.314208984375	1507.0389404296875	1529.6634521484375	21127089064
118	2022-06-10	1789.68994140625	1797.6077880859375	1663.4339599609375	1665.042236328125	18504740451
119	2022-06-09	1793.5128173828125	1827.2930908203125	1779.8675537109375	1789.8260498046875	12013083393
120	2022-06-08	1814.1007080078125	1830.676025390625	1770.231201171875	1793.572265625	18041476023
121	2022-06-07	1859.333740234375	1862.9149169921875	1729.41357421875	1814.04833984375	24020076750
122	2022-06-06	1805.635986328125	1915.030517578125	1804.990234375	1859.2896728515625	16518471852
123	2022-06-05	1801.8189697265625	1825.859619140625	1777.13330078125	1805.2049560546875	8850385937
124	2022-06-04	1775.2208251953125	1810.2996826171875	1751.5333251953125	1801.6094970703125	8677951273
125	2022-06-03	1834.135009765625	1840.058837890625	1746.509765625	1775.07861328125	14878001811
126	2022-06-02	1822.412109375	1845.31396484375	1789.6641845703125	1834.1505126953125	17065041354
127	2022-06-01	1942.0506591796875	1965.1666259765625	1776.05322265625	1823.5693359375	21037797760
128	2022-05-31	1996.4080810546875	2005.490966796875	1932.35205078125	1942.3280029296875	18363115560
129	2022-05-30	1811.885986328125	2005.2108154296875	1804.4560546875	1996.4412841796875	19580808705
130	2022-05-29	1792.1844482421875	1818.776611328125	1765.9373779296875	1812.031005859375	10642556101
131	2022-05-28	1724.635986328125	1757.9417724609375	1724.635986328125	1757.9417724609375	23214777872
132	2022-05-27	1802.5438232421875	1814.656494140625	1721.2647705078125	1724.9228515625	25470760032
133	2022-05-26	1945.0333251953125	1962.171142578125	1759.1995849609375	1803.913330078125	23458681818
134	2022-05-25	1978.677001953125	2014.3695068359375	1943.9385986328125	1944.827880859375	13364545730
135	2022-05-24	1972.390869140625	1991.5355224609375	1920.6881103515625	1978.9827880859375	13057109007
136	2022-05-23	2042.3447265625	2080.33349609375	1964.3865966796875	1972.181884765625	16434529708
137	2022-05-22	1974.670654296875	2047.19140625	1966.038818359375	2043.170166015625	10941123403
138	2022-05-21	1961.0179443359375	1985.39599609375	1944.26513671875	1974.518310546875	8546822406
139	2022-05-20	2018.0001220703125	2054.7958984375	1926.6767578125	1961.315673828125	15892482289
140	2022-05-19	1916.1495361328125	2028.38818359375	1907.0205078125	2018.336181640625	18734247914
141	2022-05-18	2090.4599609375	2102.32666015625	1916.6561279296875	1916.6561279296875	17740965589
142	2022-05-17	2022.88232421875	2113.059814453125	2015.9715576171875	2090.4091796875	18509929297
143	2022-05-16	2145.8369140625	2145.8369140625	1988.811767578125	2022.7259521484375	21459552191
144	2022-05-15	2056.18310546875	2147.1943359375	2008.1627197265625	2145.706787109375	14846088335
145	2022-05-14	2014.2806396484375	2063.429931640625	1956.572998046875	2056.27392578125	15457044616
146	2022-05-13	1960.12255859375	2139.71337890625	1941.9759521484375	2014.418212890625	24816096567
147	2022-05-12	2072.504638671875	2170.4580078125	1748.3031005859375	1961.7015380859375	42463486402
148	2022-05-11	2342.754150390625	2441.079345703125	2018.8555908203125	2072.108642578125	45743399154
149	2022-05-10	2242.650390625	2450.76025390625	2206.7568359375	2343.510986328125	38202099639
150	2022-05-09	2518.50830078125	2528.258056640625	2238.062744140625	2245.430419921875	36333567678
151	2022-05-08	2636.121826171875	2638.83056640625	2498.43017578125	2517.4599609375	20802269935
152	2022-05-07	2694.991943359375	2696.65283203125	2599.5234375	2636.093017578125	13369276367
153	2022-05-06	2748.931640625	2754.837646484375	2645.335205078125	2694.979736328125	21027599270
154	2022-05-05	2940.2265625	2948.960693359375	2704.916259765625	2749.213134765625	22642925048
155	2022-05-04	2783.131103515625	2956.686767578125	2779.273681640625	2940.644775390625	18186749944
156	2022-05-03	2857.15234375	2859.193359375	2762.11865234375	2783.476318359375	13026093219
157	2022-05-02	2827.614013671875	2874.14599609375	2785.52294921875	2857.410400390625	18609741545
158	2022-05-01	2729.994140625	2838.704345703125	2728.078857421875	2827.756103515625	15332730152
159	2022-04-30	2815.533447265625	2836.82763671875	2727.40625	2730.186767578125	13520941867
160	2022-04-29	2936.776611328125	2943.44580078125	2782.435302734375	2815.601806640625	18771041399
161	2022-04-28	2888.849853515625	2973.135009765625	2861.821533203125	2936.94091796875	18443524633
162	2022-04-27	2808.64599609375	2911.87744140625	2802.2734375	2888.9296875	17419284041
163	2022-04-26	3008.9462890625	3026.4150390625	2786.253173828125	2808.29833984375	19052045399
164	2022-04-25	2922.990234375	3018.41552734375	2804.507080078125	3009.3935546875	22332690614
165	2022-04-24	2937.34716796875	2961.882080078125	2922.128662109375	2922.732666015625	9696829579
166	2022-04-23	2964.80224609375	2975.32275390625	2926.740234375	2938.114013671875	9116955609
167	2022-04-22	2986.938720703125	3024.8544921875	2942.358642578125	2964.835693359375	16782795477
168	2022-04-21	3077.829345703125	3173.451416015625	2962.410400390625	2987.480712890625	20783591093
169	2022-04-20	3103.93505859375	3157.8857421875	3045.288330078125	3077.745849609375	15547362265
170	2022-04-19	3057.5703125	3125.084228515625	3035.53515625	3104.1064453125	14156035096
171	2022-04-18	2993.48388671875	3062.52099609375	2893.912841796875	3057.606689453125	18629381299
172	2022-04-17	3061.8818359375	3075.77587890625	2989.0439453125	2993.4033203125	10463091281
173	2022-04-16	3041.123291015625	3074.886962890625	3016.421142578125	3062.310302734375	8766710365
174	2022-04-15	3020.134521484375	3044.287353515625	3001.123291015625	3040.91650390625	11256651536
175	2022-04-14	3117.82177734375	3139.9287109375	2988.435302734375	3019.909423828125	15821419931
176	2022-04-13	3029.8779296875	3123.575439453125	3006.481689453125	3118.34423828125	16088473629
177	2022-04-12	2981.420654296875	3077.45263671875	2957.872314453125	3030.37646484375	20235707410
178	2022-04-11	3209.576904296875	3214.4619140625	2962.756591796875	2981.05224609375	21891804831
179	2022-04-10	3261.29150390625	3303.003173828125	3211.866943359375	3211.866943359375	10427054790
180	2022-04-09	3191.97607421875	3261.963134765625	3187.46923828125	3261.916259765625	9908112156
181	2022-04-08	3233.2724609375	3301.607421875	3179.142333984375	3192.073974609375	17557050669
182	2022-04-07	3172.197265625	3263.474609375	3155.5810546875	3233.274658203125	16745496605
183	2022-04-06	3411.672119140625	3411.672119140625	3171.205078125	3171.69189453125	25632563639
184	2022-04-05	3521.23974609375	3546.706787109375	3410.547607421875	3411.79248046875	16681503199
185	2022-04-04	3522.364990234375	3535.148193359375	3422.0009765625	3521.2412109375	18209969743
186	2022-04-03	3444.810546875	3573.960205078125	3421.259765625	3522.83349609375	15333808649
187	2022-04-02	3449.78857421875	3521.28466796875	3442.000244140625	3445.059326171875	23571556215
188	2022-04-01	3282.576171875	3467.555908203125	3223.891357421875	3449.55224609375	20982988937
189	2022-03-31	3385.289306640625	3435.12841796875	3272.9345703125	3281.642822265625	17685495686
190	2022-03-30	3401.526123046875	3435.2861328125	3349.237060546875	3385.157958984375	15302506131
191	2022-03-29	3335.021240234375	3470.186279296875	3335.021240234375	3401.98779296875	19533323636
192	2022-03-28	3292.322509765625	3424.019287109375	3279.027099609375	3336.634521484375	20620450770
193	2022-03-27	3143.795654296875	3291.57763671875	3129.997802734375	3291.57763671875	13431866834
194	2022-03-26	3106.4052734375	3146.825439453125	3091.825439453125	3143.178955078125	8876420740
195	2022-03-25	3108.448974609375	3183.9580078125	3087.49072265625	3106.67138671875	17030503831
196	2022-03-24	3031.060791015625	3118.3876953125	3012.32666015625	3108.06201171875	18070503166
197	2022-03-23	2973.14501953125	3036.752197265625	2933.306640625	3031.067138671875	16008767658
198	2022-03-22	2897.774169921875	3040.3828125	2892.54443359375	2973.131103515625	16830539230
199	2022-03-21	2860.103271484375	2954.556640625	2838.25048828125	2897.9765625	15206116098
200	2022-03-20	2946.547607421875	2956.965576171875	2826.107421875	2860.459228515625	12684727326
201	2022-03-19	2944.7216796875	2979.987060546875	2910.80224609375	2946.257080078125	11576463120
202	2022-03-18	2814.4345703125	2973.6162109375	2774.855712890625	2945.343017578125	15830879093
203	2022-03-17	2771.964111328125	2826.16064453125	2751.560791015625	2814.8544921875	12685265194
204	2022-03-16	2620.028564453125	2781.30712890625	2610.764404296875	2772.0556640625	17915109769
205	2022-03-15	2590.6689453125	2662.32958984375	2515.765869140625	2620.149658203125	12861105614
206	2022-03-14	2518.486328125	2604.034423828125	2505.29931640625	2590.696044921875	11244398839
207	2022-03-13	2573.488037109375	2594.5498046875	2503.88525390625	2518.944580078125	8632000379
208	2022-03-12	2559.66064453125	2606.438720703125	2559.126953125	2574.754150390625	6532996574
209	2022-03-11	2608.271240234375	2664.55859375	2534.688232421875	2559.56298828125	12382419582
210	2022-03-10	2729.116455078125	2729.116455078125	2566.193115234375	2608.048583984375	13292477213
211	2022-03-09	2577.165283203125	2761.79638671875	2573.6552734375	2729.783447265625	14173665398
212	2022-03-08	2497.721435546875	2618.166015625	2489.755126953125	2576.74755859375	13922922903
213	2022-03-07	2555.297607421875	2639.943115234375	2455.59375	2497.771240234375	14594098731
214	2022-03-06	2664.943603515625	2673.63720703125	2555.037353515625	2555.037353515625	8872976607
215	2022-03-05	2618.4736328125	2679.1025390625	2596.989990234375	2664.8310546875	8072368396
216	2022-03-04	2834.9873046875	2835.17626953125	2587.748291015625	2617.156005859375	14496939024
217	2022-03-03	2950.15673828125	2964.67333984375	2797.3193359375	2834.468994140625	13091199728
218	2022-03-02	2972.471923828125	3026.8681640625	2919.943115234375	2950.118408203125	16636517503
219	2022-03-01	2919.77587890625	3029.651611328125	2868.93896484375	2972.485107421875	18757425786
220	2022-02-28	2621.172119140625	2929.180419921875	2586.38818359375	2919.201171875	19266124733
221	2022-02-27	2780.50439453125	2831.12548828125	2581.61572265625	2621.8017578125	16150857254
222	2022-02-26	2764.989501953125	2849.424072265625	2745.009033203125	2781.11181640625	11724648351
223	2022-02-25	2598.436279296875	2821.972412109375	2579.2080078125	2764.53564453125	17208902048
224	2022-02-24	2588.166259765625	2689.047607421875	2308.914794921875	2598.067138671875	29312342666
225	2022-02-23	2639.447021484375	2741.368408203125	2587.412841796875	2590.359619140625	13382637240
226	2022-02-22	2572.898681640625	2648.916748046875	2510.6787109375	2639.29931640625	16360200507
227	2022-02-21	2627.66552734375	2752.45849609375	2568.25439453125	2573.816162109375	18646392740
228	2022-02-20	2763.756591796875	2763.756591796875	2585.9462890625	2628.6484375	11641437834
229	2022-02-19	2784.872802734375	2826.347900390625	2707.37841796875	2763.701171875	9774183169
230	2022-02-18	2884.340576171875	2937.30859375	2761.643310546875	2785.7275390625	15748173433
231	2022-02-17	3126.8583984375	3154.615234375	2861.85205078125	2881.48193359375	15860206214
232	2022-02-16	3180.44677734375	3181.616943359375	3055.168212890625	3127.830078125	12352406833
233	2022-02-15	2933.72900390625	3185.520751953125	2917.857177734375	3179.877197265625	13921257873
234	2022-02-14	2880.187744140625	2957.963623046875	2840.257568359375	2933.47900390625	12164552172
235	2022-02-13	2916.78955078125	2947.776611328125	2845.397705078125	2883.46337890625	9054963563
236	2022-02-12	2927.386474609375	2980.079345703125	2870.177001953125	2917.36279296875	11254355757
237	2022-02-11	3077.4130859375	3127.45068359375	2888.707763671875	2927.383544921875	16043881065
238	2022-02-10	3240.113037109375	3271.316162109375	3070.378173828125	3077.482177734375	18629485080
239	2022-02-09	3121.1826171875	3263.15576171875	3063.16015625	3239.45703125	13951308490
240	2022-02-08	3143.008544921875	3219.47265625	3038.3779296875	3122.608642578125	17136080906
241	2022-02-07	3057.422119140625	3182.5283203125	3002.927001953125	3142.470703125	15197063785
242	2022-02-06	3014.959716796875	3061.26123046875	2965.429931640625	3057.47607421875	9466018022
243	2022-02-05	2984.446044921875	3054.130126953125	2966.781005859375	3014.648193359375	13102093957
244	2022-02-04	2681.0576171875	2983.5869140625	2675.44384765625	2983.5869140625	18987223729
245	2022-02-03	2682.22607421875	2712.482666015625	2587.783447265625	2679.16259765625	12755505065
246	2022-02-02	2791.958984375	2802.212158203125	2630.120361328125	2682.85400390625	13876301217
247	2022-02-01	2687.89892578125	2802.3154296875	2682.621826171875	2792.1171875	13194846235
248	2022-01-31	2603.263427734375	2697.7353515625	2489.072265625	2688.27880859375	13778234614
249	2022-01-30	2598.56494140625	2631.408447265625	2550.4609375	2603.466552734375	9501221177
250	2022-01-29	2546.590576171875	2627.609375	2526.98974609375	2597.084716796875	11172062661
251	2022-01-28	2421.64697265625	2548.778564453125	2367.833740234375	2547.092041015625	14666227351
252	2022-01-27	2467.1884765625	2510.45166015625	2328.4521484375	2423.001220703125	16126522783
253	2022-01-26	2455.5791015625	2705.7841796875	2417.68310546875	2468.0302734375	21229909340
254	2022-01-25	2440.3935546875	2498.507080078125	2359.384765625	2455.93505859375	16179776932
255	2022-01-24	2535.89111328125	2537.20849609375	2172.30126953125	2440.352294921875	28220804648
256	2022-01-23	2406.92431640625	2542.144775390625	2381.51513671875	2535.0390625	16481489511
257	2022-01-22	2561.145263671875	2615.247314453125	2330.247314453125	2405.18115234375	27369692036
258	2022-01-21	3002.956787109375	3029.0810546875	2496.81298828125	2557.931640625	26796291874
259	2022-01-20	3095.271728515625	3265.3369140625	3000.908203125	3001.1201171875	10645922764
260	2022-01-19	3163.850341796875	3171.158447265625	3055.21240234375	3095.825927734375	13187424144
261	2022-01-18	3212.28759765625	3236.01611328125	3096.12353515625	3164.025146484375	13024154091
262	2022-01-17	3350.947265625	3355.8193359375	3157.22412109375	3212.304931640625	12344309617
263	2022-01-16	3330.38720703125	3376.401123046875	3291.563720703125	3350.921875	9505934874
264	2022-01-15	3309.84423828125	3364.537841796875	3278.6708984375	3330.53076171875	9619999078
265	2022-01-14	3248.648681640625	3330.76611328125	3203.82373046875	3310.00146484375	13562957230
266	2022-01-13	3372.10498046875	3396.9697265625	3247.91748046875	3248.28857421875	15294466275
267	2022-01-12	3238.449951171875	3401.219970703125	3216.718017578125	3372.25830078125	16662871689
268	2022-01-11	3082.990966796875	3247.511962890625	3061.140625	3238.111572265625	15211447193
269	2022-01-10	3157.570556640625	3177.21337890625	2947.68359375	3083.097900390625	19535744145
270	2022-01-09	3091.6962890625	3206.790771484375	3075.911376953125	3157.75146484375	12334683863
271	2022-01-08	3193.50244140625	3240.304443359375	3020.880859375	3091.97265625	16037732700
272	2022-01-07	3417.837890625	3420.4619140625	3117.38134765625	3193.21044921875	24494179209
273	2022-01-06	3549.708984375	3549.708984375	3335.376708984375	3418.408203125	24293791313
274	2022-01-05	3794.26904296875	3842.059814453125	3456.745361328125	3550.386962890625	18061338502
275	2022-01-04	3761.361572265625	3876.78515625	3723.349853515625	3794.056640625	14030925983
276	2022-01-03	3829.53564453125	3836.19873046875	3698.047607421875	3761.38037109375	12080777893
277	2022-01-02	3769.29833984375	3836.161865234375	3727.357421875	3829.56494140625	9881471548
278	2022-01-01	3683.047119140625	3769.91796875	3682.28662109375	3769.697021484375	9776191466
